0.03342 0.99828 2.49828
0.10042 0.99166 2.49164
0.16866 0.96257 2.46212
0.24227 0.85529 2.34815
0.32924 0.69442 2.15958
0.43776 0.55082 1.96743
0.56598 0.49233 1.88030
0.70202 0.48777 1.87228
0.78148 0.37469 3.08987
0.80987 0.24132 2.59359
0.84315 0.26011 2.67284
0.87490 0.26490 2.69231
0.90649 0.26272 2.68343
0.93947 0.24339 2.60340
0.98043 0.17476 2.28407
