0.00125 1.00000 1.00000 0.00000 2.50000
0.00375 1.00000 1.00000 0.00000 2.50000
0.00625 1.00000 1.00000 0.00000 2.50000
0.00875 1.00000 1.00000 0.00000 2.50000
0.01125 1.00000 1.00000 0.00000 2.50000
0.01375 1.00000 1.00000 0.00000 2.50000
0.01625 1.00000 1.00000 0.00000 2.50000
0.01875 1.00000 1.00000 0.00000 2.50000
0.02125 1.00000 1.00000 0.00000 2.50000
0.02375 1.00000 1.00000 0.00000 2.50000
0.02625 1.00000 1.00000 0.00000 2.50000
0.02875 1.00000 1.00000 0.00000 2.50000
0.03125 1.00000 1.00000 0.00000 2.50000
0.03375 1.00000 1.00000 0.00000 2.50000
0.03625 1.00000 1.00000 0.00000 2.50000
0.03875 1.00000 1.00000 0.00000 2.50000
0.04125 1.00000 1.00000 0.00000 2.50000
0.04375 1.00000 1.00000 0.00000 2.50000
0.04625 1.00000 1.00000 0.00000 2.50000
0.04875 1.00000 1.00000 0.00000 2.50000
0.05125 1.00000 1.00000 0.00000 2.50000
0.05375 1.00000 1.00000 0.00000 2.50000
0.05625 1.00000 1.00000 0.00000 2.50000
0.05875 1.00000 1.00000 0.00000 2.50000
0.06125 1.00000 1.00000 0.00000 2.50000
0.06375 1.00000 1.00000 0.00000 2.50000
0.06625 1.00000 1.00000 0.00000 2.50000
0.06875 1.00000 1.00000 0.00000 2.50000
0.07125 1.00000 1.00000 0.00000 2.50000
0.07375 1.00000 1.00000 0.00000 2.50000
0.07625 1.00000 1.00000 0.00000 2.50000
0.07875 1.00000 1.00000 0.00000 2.50000
0.08125 1.00000 1.00000 0.00000 2.50000
0.08375 1.00000 1.00000 0.00000 2.50000
0.08625 1.00000 1.00000 0.00000 2.50000
0.08875 1.00000 1.00000 0.00000 2.50000
0.09125 1.00000 1.00000 0.00000 2.50000
0.09375 1.00000 1.00000 0.00000 2.50000
0.09625 1.00000 1.00000 0.00000 2.50000
0.09875 1.00000 1.00000 0.00000 2.50000
0.10125 1.00000 1.00000 0.00000 2.50000
0.10375 1.00000 1.00000 0.00000 2.50000
0.10625 1.00000 1.00000 0.00000 2.50000
0.10875 1.00000 1.00000 0.00000 2.50000
0.11125 1.00000 1.00000 0.00000 2.50000
0.11375 1.00000 1.00000 0.00000 2.50000
0.11625 1.00000 1.00000 0.00000 2.50000
0.11875 1.00000 1.00000 0.00000 2.50000
0.12125 1.00000 1.00000 0.00000 2.50000
0.12375 1.00000 1.00000 0.00000 2.50000
0.12625 1.00000 1.00000 0.00000 2.50000
0.12875 1.00000 1.00000 0.00000 2.50000
0.13125 1.00000 1.00000 0.00000 2.50000
0.13375 1.00000 1.00000 0.00000 2.50000
0.13625 1.00000 1.00000 0.00000 2.50000
0.13875 1.00000 1.00000 0.00000 2.50000
0.14125 1.00000 1.00000 0.00000 2.50000
0.14375 1.00000 1.00000 0.00000 2.50000
